sid,stream,name,mob_no,email,gender,x_perc,xii_perc,cet_perc,physics_xii,chem_xii,maths_xii,jee_perc,father_name,father_occupation,mother_name,mother_occupation,parent_income,pincode,year,sector,quota,latitude,longitude,hmap
20211100105,MECH,Connie Adams,9987549736,connieadams@gmail.com,F,99.22,74.01,4.91,74.85,67.24,77.97,77.3,Jeffrey Butler,Artist,Sara Wall,"Conservation officer, nature",1226803,400031,2021,agriculture and forestry,non-minority,19.0133,72.8549,0.1
20211100106,EXTC,Jason Morrison,8999567250,jasonmorrison@gmail.com,M,57.18,97.55,17.1,60.73,74.89,80.6,84.36,Samuel Galloway,Research scientist (medical),Annette Hicks,Hydrologist,1450829,400048,2021,constructions,minority,18.9104,72.8198,0.1
20211100107,IT,Jason Garcia,9892313921,jasongarcia@yahoo.com,M,35.3,64.63,84.64,92.05,57.2,89.82,67.89,John Daniel,Theatre director,Anna Mendoza,Fine artist,1191615,400034,2021,manufacturing,minority,18.9724,72.8148,0.1
20211100108,MECH,Ryan Howard,9987264514,ryanhoward@gmail.com,M,82.77,84.05,21.29,95.04,76.43,84.35,33.9,Christian Harris,Pensions consultant,Deanna Boone,"Designer, blown glass/stained glass",812726,400037,2021,constructions,non-minority,19.0257,72.8697,0.1
20211100109,COMPS,Alex Brooks,8999660545,alexbrooks@gmail.com,M,47.97,58.59,26.74,86.37,77.66,59.24,3.88,Phillip Williams,Educational psychologist,Kelly Bradford,Theatre stage manager,293971,400055,2021,agriculture and forestry,minority,19.0804,72.8469,0.1
20211100110,MECH,Michael Smith,9987296310,michaelsmith@gmail.com,M,92.16,77.69,26.3,74.9,64.05,85.49,35.81,Bill Williams,"Geologist, wellsite",Diane Herring,Environmental education officer,652254,400050,2021,agriculture and forestry,minority,19.0552,72.83,0.1
20211100111,MECH,Robert Blair,9987845886,robertblair@gmail.com,M,99.73,61.21,58.66,68.52,99.92,74.64,67.53,Nicolas Ross,Clinical biochemist,Beverly English,Bookseller,347292,400098,2021,trade transport and hotels,non-minority,19.0718,72.8615,0.1
20211100112,COMPS,Cindy Herrera,9867426842,cindyherrera@yahoo.com,F,89,80.79,36.93,51.66,52.19,89.86,74.07,Robert Harper,Chiropodist,Sherry Deleon,Music tutor,1363534,400073,2021,trade transport and hotels,minority,19.0718,72.9168,0.1
20211100113,EXTC,Eric Davenport,8999332590,ericdavenport@yahoo.com,M,72.12,77.53,88.22,52.45,97.1,53.75,36.82,Christopher Myers,Theatre stage manager,Julie Walker,"Biochemist, clinical",114646,400049,2021,finance and real estate services,non-minority,19.1047,72.8268,0.1
20211100114,EXTC,Robert Melton,9967819733,robertmelton@gmail.com,M,50.37,84.37,20.33,86.73,74.81,83.29,44.17,Charles Malone,Research scientist (physical sciences),Tara Oliver,"Engineer, civil (consulting)",1380595,400078,2021,constructions,non-minority,19.157,72.9327,0.1
20211100115,MECH,Leslie Novak,9867626219,leslienovak@gmail.com,F,36.88,66.15,32.76,75.62,66.32,75.53,86.35,Benjamin Harmon,Comptroller,Faith Baxter,Careers information officer,329947,400020,2021,information technology,non-minority,18.9351,72.8264,0.1
20211100116,MECH,Tanner Parker,7738725864,tannerparker@gmail.com,M,65.91,95.69,94.98,68.78,61.48,73.55,28.02,Thomas Obrien,International aid/development worker,Sherri Rose,Probation officer,307762,400009,2021,constructions,non-minority,18.9583,72.8389,0.1
20211100117,MECH,Christopher Davis,7738081142,christopherdavis@gmail.com,M,51.14,84.07,24.98,50.36,95.8,67,82.74,John Johnson,Systems analyst,Erin Ramirez,Waste management officer,227171,400045,2021,communications,minority,19.0633,72.9258,0.1
20211100118,IT,Gary Hubbard,9967117835,garyhubbard@gmail.com,M,39.59,95.29,5.14,86.1,92.78,98.8,5.63,Brady Mills,Environmental health practitioner,Sheila Hernandez,Arts administrator,246395,400087,2021,finance and real estate services,non-minority,19.1391,72.8956,0.1
20211100119,COMPS,Daniel Garcia,9987779284,danielgarcia@gmail.com,M,85.49,96.01,23.69,92.18,80.21,97.81,34.94,Hector Serrano,Soil scientist,Elizabeth White,Police officer,1316186,400015,2021,trade transport and hotels,minority,18.9961,72.8528,0.1
20211100120,COMPS,Karen Nolan,8454990254,karennolan@gmail.com,F,67.75,63.86,32.19,70.52,89.96,85.36,49.22,Daniel Weiss,Advertising art director,Terri Miller,Horticultural consultant,1315802,400028,2021,finance and real estate services,minority,19.0217,72.8375,0.1
20211100121,EXTC,Robert Wilson,9967243645,robertwilson@gmail.com,M,66.26,97.15,85.23,64.63,50.92,78.27,37.93,Ryan Manning,Equities trader,Michelle Castro,Technical sales engineer,169516,400023,2021,trade transport and hotels,non-minority,18.9321,72.8323,0.1
20211100122,IT,John Olson,9967422129,johnolson@gmail.com,M,83.94,67.8,55.04,81.13,88.04,69.77,66.42,Christopher Browning DDS,Occupational therapist,Veronica Wood,Dietitian,688333,400065,2021,manufacturing,non-minority,19.1556,72.885,0.1
20211100123,EXTC,Alexander Todd,7738856538,alexandertodd@hotmail.com,M,77.5,78.75,78.2,64.32,70.43,71.15,56.19,Nathaniel Roberts,Cartographer,Mrs. Catherine Ward MD,Forensic psychologist,497401,400097,2021,information technology,minority,19.1839,72.8584,0.1
20211100124,IT,Ryan Moss,9004144083,ryanmoss@gmail.com,M,93.88,87.42,42.78,70.8,90.71,78.44,11.33,Christopher Wright,"Psychologist, counselling",Leslie Tran,Chartered management accountant,488902,400023,2021,communications,non-minority,18.9321,72.8323,0.1
20211100125,EXTC,Michael Hogan,9665771403,michaelhogan@gmail.com,M,92.37,86.41,89.56,74.7,79.6,75.78,88.3,Albert Ross,Associate Professor,Theresa Mcdonald,Geographical information systems officer,1261952,400056,2021,public administrative services,minority,19.1045,72.8395,0.1
20211100126,IT,Jody Rodriguez,9967762649,jodyrodriguez@gmail.com,F,56.73,73.41,43.98,82.03,94.54,80.61,80.08,Kevin Swanson,Landscape architect,Amanda Burke,Market researcher,1247403,400021,2021,trade transport and hotels,minority,18.9256,72.8242,0.1
20211100127,MECH,Michael Buchanan,9867943765,michaelbuchanan@yahoo.com,M,86.16,80.66,90.8,90.56,74.26,61.24,57.21,Christopher Jenkins,Planning and development surveyor,Melissa Cunningham,Communications engineer,1165893,400073,2021,communications,non-minority,19.0718,72.9168,0.1
20211100128,MECH,Connie Garcia,9892247478,conniegarcia@yahoo.com,F,81.35,76.81,14.06,57.47,59.78,55.51,86.12,Manuel Blevins,"Doctor, hospital",Michele Norton,Multimedia programmer,917039,400095,2021,trade transport and hotels,minority,19.1888,72.8197,0.1
20211100129,MECH,Daniel Frederick,9892579066,danielfrederick@gmail.com,M,42.39,77,97.65,50.35,88.54,99.63,27.01,Christopher Harris,Food technologist,Sarah Gibson,Fitness centre manager,589968,400029,2021,finance and real estate services,minority,19.0797,72.8679,0.1
20211100130,MECH,David Zuniga,9892766245,davidzuniga@gmail.com,M,79.93,59.65,10.63,84.62,76.99,60.53,66.32,Billy Cannon,Insurance broker,Holly Shields,"Education officer, museum",473040,400100,2021,information technology,minority,19.0929,72.8654,0.1
20211100131,COMPS,Lauren Morales,9987361510,laurenmorales@gmail.com,F,66.3,61.71,78.23,55.46,62.66,94.79,39.95,Chase Olson,"Copywriter, advertising",Kelly Perry,Economist,1033415,400044,2021,finance and real estate services,non-minority,19.0633,72.9258,0.1
20211100132,IT,Taylor Chavez,8999961190,taylorchavez@gmail.com,F,76.7,84.59,20.12,91.76,93.99,75.21,3.45,Michael Gomez,Geoscientist,Sara Pacheco,Database administrator,1254664,400061,2021,agriculture and forestry,non-minority,19.1427,72.8053,0.1
20211100133,EXTC,Shawn Anderson DDS,9665353301,shawnandersondds@gmail.com,M,76.47,84.41,17.28,71.43,59.49,95.3,85.56,Stephen Esparza,"Producer, radio",Jenna Rodriguez,"Engineer, materials",1310555,400050,2021,finance and real estate services,non-minority,19.0552,72.83,0.1
20211100134,MECH,Robert Alexander,8451089472,robertalexander@gmail.com,M,47.13,63.26,12.02,97.33,79.79,98.76,73.63,Anthony Diaz,Data scientist,Nancy Carroll,Research scientist (maths),554370,400077,2021,agriculture and forestry,non-minority,19.0779,72.9056,0.1
20211100135,MECH,Miss Sarah Carter,9665518619,misssarahcarter@gmail.com,F,50.45,59.96,73.54,71.78,53.37,86.07,81.92,Daniel Taylor,Catering manager,Mary Johnson,Legal executive,527975,400082,2021,public administrative services,minority,19.1741,72.9372,0.1
20211100136,EXTC,Brian Robinson,9867939264,brianrobinson@gmail.com,M,73.08,80.89,67.38,94.78,85.51,80.03,10.48,Michael Brown,Clinical psychologist,Kristi Johnson,"Engineer, electrical",393014,400019,2021,finance and real estate services,non-minority,19.0269,72.8554,0.1
20211100137,IT,Christie Rivera,9004560164,christierivera@gmail.com,F,98.38,73.01,80.99,72.42,80.19,94.06,32.84,Jeffrey Herman,"Pilot, airline",Leslie Walker,Stage manager,1416696,400076,2021,public administrative services,non-minority,19.1239,72.9094,0.1
20211100138,EXTC,Jason Rogers,9004741127,jasonrogers@gmail.com,M,74.85,54.12,4.55,56.43,90.41,51.95,74.92,Justin Malone,"Teacher, adult education",Samantha Hayes,Production engineer,681824,400001,2021,constructions,non-minority,18.9385,72.8363,0.1
20211100139,MECH,Allen Garcia,9967870640,allengarcia@gmail.com,M,65.08,58.4,79.54,79.98,88.22,69.54,28.57,Jeremiah Wilson,Prison officer,Jennifer Hurley,Stage manager,442015,400044,2021,information technology,non-minority,19.0633,72.9258,0.1
20211100140,IT,Seth Madden,9967297004,sethmadden@gmail.com,M,65.82,52.86,31.76,59.25,79.88,86.28,85.08,Charles Lynch,Camera operator,Kimberly Harris,Logistics and distribution manager,579883,400060,2021,information technology,minority,19.1368,72.8579,0.1
20211100141,MECH,Gene Lozano,7738679000,genelozano@gmail.com,M,88.29,73.95,63.63,75.69,52.49,58.38,32.13,Brett Chang,Public relations account executive,Cassidy Russo,Statistician,818042,400044,2021,finance and real estate services,non-minority,19.0633,72.9258,0.1
20211100142,EXTC,Thomas Fields,9004190978,thomasfields@gmail.com,M,77.02,76.67,63.86,68.87,67.94,91.77,89.58,Carl Hayes,"Engineer, land",Tina Garcia,Agricultural engineer,1397792,400006,2021,constructions,non-minority,18.9541,72.8004,0.1
20211100143,EXTC,Keith Johnson,9867488099,keithjohnson@gmail.com,M,73.07,56.59,99.63,82.82,96.46,57.6,81.01,Joseph Clark,Furniture conservator/restorer,Michelle Scott,Biomedical engineer,688858,400077,2021,trade transport and hotels,non-minority,19.0779,72.9056,0.1
20211100144,EXTC,Gina Cuevas,9987096968,ginacuevas@yahoo.com,F,54.62,60.55,63.14,73.12,90.93,94.98,45.42,John Arnold,Network engineer,Tara Rice,"Administrator, local government",1443948,400058,2021,information technology,non-minority,19.1227,72.8302,0.1
20211100145,EXTC,Grant Guerra,8999380797,grantguerra@gmail.com,M,57,60.79,65.77,92.58,86.18,80.49,81.17,Derek Mcintyre,Public house manager,Dawn Roberts,Operations geologist,196710,400035,2021,constructions,minority,18.9417,72.7936,0.1
20211100146,EXTC,Emily Newton,9987999483,emilynewton@gmail.com,F,39.65,92.35,75.28,70.21,56.1,90.57,45.49,Ryan Summers,Mechanical engineer,Laura Becker,Field trials officer,293796,400003,2021,information technology,non-minority,18.9532,72.8353,0.1
20211100147,COMPS,Justin Larson,7738761259,justinlarson@hotmail.com,M,50.91,57.3,54.06,82.89,98.31,96.03,20.57,Brent James,Energy engineer,Cassandra Simpson,Building control surveyor,1255633,400017,2021,manufacturing,minority,19.0456,72.8537,0.1
20211100148,IT,Heather Anderson,9004219253,heatheranderson@gmail.com,F,63.55,88.76,80.76,59.41,66.35,63.6,66.59,Randy Allison,Radio producer,Morgan Gardner,Marketing executive,205720,400034,2021,information technology,minority,18.9724,72.8148,0.1
20211100149,COMPS,Manuel Clark,9987142859,manuelclark@gmail.com,M,52.04,69.74,45.37,83.78,83.28,89.71,2.45,William Gregory,"Psychologist, educational",Allison Smith,"Designer, ceramics/pottery",1362625,400059,2021,manufacturing,non-minority,19.1119,72.879,0.1
20211100150,MECH,Steven Smith,7738790292,stevensmith@gmail.com,M,85.16,58.34,79.38,62.57,63.63,83.2,11.77,John Mercer,"Scientist, clinical (histocompatibility and immunogenetics)",Kathy Ramirez,Educational psychologist,769535,400050,2021,agriculture and forestry,minority,19.0552,72.83,0.1
20211100151,MECH,Patrick Roberts,9967014610,patrickroberts@hotmail.com,M,41.16,59.62,33.2,94.91,86.1,65.57,56.22,Matthew Castillo,Teaching laboratory technician,Amy Mccoy,"Radiographer, therapeutic",686741,400094,2021,trade transport and hotels,non-minority,19.0359,72.9247,0.1
20211100152,EXTC,Stacey Hardy,9004487775,staceyhardy@gmail.com,F,59.9,75.39,85.7,52.01,81.31,94.34,44.11,Joseph Castro,Estate manager/land agent,Dr. Allison Schwartz,Trading standards officer,1395506,400098,2021,constructions,minority,19.0718,72.8615,0.1
20211100153,MECH,Noah Campbell,9892072379,noahcampbell@yahoo.com,M,83.14,87.31,57.34,89.95,59.26,86.44,32.47,Mark Williams,Architectural technologist,Kelsey Ramsey,Curator,1074116,400098,2021,communications,minority,19.0718,72.8615,0.1
20211100154,COMPS,Kelly Nelson,9987828992,kellynelson@yahoo.com,F,80.57,81.11,36.09,92.1,98.35,65.75,85.76,Joshua Boyd,Broadcast presenter,Rhonda Stout,Physiotherapist,1313878,400026,2021,finance and real estate services,minority,18.9706,72.8095,0.1
20211100155,IT,Daniel Williams,8454881755,danielwilliams@yahoo.com,M,70.28,60.86,52.71,65.49,74.67,53.24,38.49,Lance Armstrong,Location manager,Lisa Gregory,Systems analyst,372674,400087,2021,manufacturing,minority,19.1391,72.8956,0.1
20211100156,IT,Joshua Bush,9892241596,joshuabush@gmail.com,M,51.13,69.1,88.26,74.44,50.76,77.76,64.42,Joseph Clayton DDS,Radio broadcast assistant,Lisa Gardner,Colour technologist,1180804,400020,2021,information technology,minority,18.9351,72.8264,0.1
20211100157,EXTC,Danielle Wong,9892044151,daniellewong@hotmail.com,F,61.74,59.48,60.91,90.55,76.14,95.6,51.49,Jonathan Moreno,Museum/gallery curator,Alexa Bailey,Animator,1262539,400045,2021,manufacturing,minority,19.0633,72.9258,0.1
20211100158,IT,Jerry Brown,7738627222,jerrybrown@gmail.com,M,52.94,65.04,46.59,75.91,90.44,50.16,36.44,Cole Morales,Set designer,Brittany Jackson,Geographical information systems officer,302077,400091,2021,information technology,non-minority,19.234,72.8399,0.1
20211100159,COMPS,Adam Bradley,9004279060,adambradley@gmail.com,M,37.45,71.78,43.62,80.44,74.89,71.03,23.57,Philip Fry,"Designer, textile",Kristen Hayes,Estate agent,719023,400005,2021,communications,non-minority,18.9104,72.8198,0.1
20211100160,EXTC,Robert Williams,9892393518,robertwilliams@gmail.com,M,78.45,59.51,12.67,59.09,90.59,80.53,69.59,Mr. Mark Graham,Medical technical officer,Robyn Roberson,"Lecturer, higher education",568674,400081,2021,public administrative services,non-minority,19.1661,72.9646,0.1
20211100161,MECH,Kathryn Kane,9665699758,kathrynkane@gmail.com,F,37.61,76.78,50.18,97.29,71.38,77.89,1.39,Jeff Sanders IV,Curator,Megan Williams,Chief of Staff,359914,400038,2021,information technology,minority,18.9377,72.839,0.1
20211100162,MECH,Adam Martinez,9867768980,adammartinez@gmail.com,M,72.11,80.53,25.66,93.85,80.98,85.71,33.33,Zachary Collins,Cytogeneticist,Jillian Perez,Web designer,725361,400007,2021,trade transport and hotels,non-minority,18.9618,72.8134,0.1
20211100163,EXTC,Kristin Burch,9987725566,kristinburch@hotmail.com,F,58.73,74.43,97.57,64.65,82.81,98.9,67.83,Peter Craig,Animal technologist,Angela Silva,Location manager,1168258,400030,2021,agriculture and forestry,minority,19.0122,72.8219,0.1
20211100164,COMPS,Adam Robinson,8454858750,adamrobinson@gmail.com,M,72.77,82.55,48.59,95.87,83.87,63.66,8.11,Lawrence Smith,Financial trader,Mary Hoffman,Media planner,766239,400094,2021,communications,non-minority,19.0359,72.9247,0.1
20211100165,COMPS,John Gray,9004350984,johngray@hotmail.com,M,97.98,63.37,29.87,89.59,75.37,96.01,79.65,Joel Martin,Site engineer,Paige Berry,Retail manager,1211517,400070,2021,communications,non-minority,19.0741,72.8804,0.1
20211100166,COMPS,John Reed,9004334442,johnreed@gmail.com,M,53.09,84.58,73.2,81.64,94.08,74.09,64.48,Derrick Parker,Architect,Stephanie Terrell,Network engineer,893106,400099,2021,agriculture and forestry,non-minority,19.0929,72.8654,0.1
20211100167,COMPS,Robert Marshall,9867620976,robertmarshall@yahoo.com,M,96.93,91.1,24.51,89.51,74.11,69.51,68.57,Brian Alvarez,Teaching laboratory technician,Jessica Wall,Technical brewer,704023,400085,2021,public administrative services,non-minority,19.0438,72.9121,0.1
20211100168,EXTC,Rodney Gutierrez,9967529472,rodneygutierrez@yahoo.com,M,79.96,88.92,94.34,80.96,87.65,89.85,58.3,Jesse Taylor,"Therapist, horticultural",Misty Rodriguez,Arboriculturist,249952,400068,2021,finance and real estate services,non-minority,19.2591,72.8338,0.1
20211100169,EXTC,John Schultz,9867840794,johnschultz@gmail.com,M,55.58,81.01,33.78,55.71,91.4,73.32,60.29,Robert Galloway,Exhibition designer,Cynthia Fields,Records manager,1467461,400026,2021,constructions,minority,18.9706,72.8095,0.1
20211100170,COMPS,Linda Gibson,8999113166,lindagibson@hotmail.com,F,78.07,99.37,0.7,56.84,51.63,93.33,84.12,Jaime Jones,Human resources officer,Amy Medina,Musician,542434,400022,2021,trade transport and hotels,minority,19.0426,72.8638,0.1
20211100171,COMPS,Cody Davis,7738025222,codydavis@gmail.com,M,61.58,75.94,98.89,68,73.98,62.46,38.87,Jerry Brown,Clinical psychologist,Kendra Leon,Astronomer,1333849,400058,2021,agriculture and forestry,minority,19.1227,72.8302,0.1
20211100172,MECH,Katelyn Olson,7738786003,katelynolson@gmail.com,F,80.59,59.22,36.14,52.93,99.74,56.78,44.47,Darrell Mitchell,"Engineer, chemical",Margaret Calderon,"Production assistant, television",950496,400048,2021,manufacturing,minority,18.9104,72.8198,0.1
20211100173,EXTC,Kenneth Lyons,9665696957,kennethlyons@gmail.com,M,41.53,54.96,24.18,78.37,69.9,70.87,79.78,Gregory Marshall,Fisheries officer,Leah Becker,Quarry manager,419105,400086,2021,information technology,minority,19.0893,72.9078,0.1
20211100174,MECH,Jerry Banks,9967556056,jerrybanks@gmail.com,M,76.64,83.46,38.95,96.39,94.53,67.76,23.46,Steven Higgins,Risk manager,Jordan Johnson,Visual merchandiser,1276188,400036,2021,information technology,minority,18.9625,72.805,0.1
20211100175,COMPS,Melvin Clark,8999113334,melvinclark@gmail.com,M,88.01,91.59,47.2,97.38,83.5,85.84,21.49,George Ward,Water quality scientist,Ms. Deborah Martinez,Environmental education officer,224336,400025,2021,trade transport and hotels,minority,19.0158,72.8294,0.1
20211100176,IT,Mark Bell,9987055966,markbell@gmail.com,M,86.26,64.48,73.25,64.82,97.15,85.37,4.19,James Hayes,"Scientist, audiological",Debra Parker,Sports therapist,919006,400013,2021,communications,minority,18.9982,72.8275,0.1
20211100177,EXTC,Kenneth Moore MD,9665179806,kennethmooremd@gmail.com,M,77.68,58.23,1.79,89.78,60.9,97.82,79.19,Robert Parker,Materials engineer,Amanda Brown,Magazine features editor,342736,400082,2021,information technology,minority,19.1741,72.9372,0.1
